 Episode    Policy Loss     Value Loss   Total Reward     Total Loss Curiosity Loss     Time Delta                Time
    8286       -81.9078       110.9884          -0.78        25.5639         5.1978          5.061 2025-01-03T00:59:38
    8287       -19.1481        62.9470           1.42        16.3468         0.4021          0.920 2025-01-03T00:59:38
    8288       164.1708       174.2851          29.79       307.0641         5.5751          6.115 2025-01-03T00:59:39
    8289         0.7407         4.8686          34.21        19.3905         1.6216          5.574 2025-01-03T00:59:39
    8290       -44.5856        80.7378           5.76         9.5084         1.3725          2.075 2025-01-03T00:59:39
    8291       -30.5765        52.0355           5.01         3.4750         0.8034          1.580 2025-01-03T00:59:41
    8292        25.4255        27.1875          38.53        57.3814         1.8362          5.129 2025-01-03T00:59:41
    8293       -40.2538        49.3575          11.68         3.4471         1.9022          2.692 2025-01-03T00:59:41
    8294         3.7272         7.0946          34.20        27.2170         1.9943          5.857 2025-01-03T00:59:41
    8295         3.4393        32.8448          12.94        59.0937         3.9232          5.350 2025-01-03T00:59:42
    8296      -104.4196       118.2371           2.90         1.3130         4.6614          6.352 2025-01-03T00:59:42
    8297       -20.7063         2.5153          -0.90        42.2897         6.1738          6.044 2025-01-03T00:59:43
    8298         5.9756         6.7009          34.19        27.3751         1.8049          5.362 2025-01-03T00:59:43
    8299       -90.6366       106.9274          -0.82        -7.4994         2.9674          5.297 2025-01-03T00:59:44
    8301       -62.0080       236.9093          14.42        67.7470         1.1300          3.573 2025-01-03T00:59:44
    8302        57.2925        59.9466          18.33       125.5426         3.8277          5.159 2025-01-03T00:59:44
    8300        14.1708        12.1997          38.01        39.2511         1.8980          5.333 2025-01-03T00:59:46
    8303        -3.4223        23.9307          32.17        25.0867         1.6544          6.678 2025-01-03T00:59:46
    8304        52.5236        46.7656          23.70       106.8716         3.0965          5.338 2025-01-03T00:59:46
    8305        14.0235        22.1198          32.22        40.8077         1.5724          5.202 2025-01-03T00:59:46
    8306        97.4489        86.3899          23.59       183.5556         4.2912          6.532 2025-01-03T00:59:48
    8307        41.6079       180.9832          25.63       166.6329         3.4533          6.115 2025-01-03T00:59:48
    8308        67.3103        96.3960          25.91       153.0733         3.7565          5.370 2025-01-03T00:59:48
    8309        88.8587       154.8557          26.18       201.1424         3.4856          6.057 2025-01-03T00:59:48
    8310       -93.9363        95.3675          -0.88       -30.5815         1.5671          4.877 2025-01-03T00:59:49
    8311       -23.5243         3.2266          -0.92        26.9655         4.8876          6.691 2025-01-03T00:59:49
    8312       -19.0636        62.9173          16.69        40.7527         2.8358          5.174 2025-01-03T00:59:50
    8313        21.5909       169.1823          18.99       126.5735         2.0391          3.521 2025-01-03T00:59:50
    8314         0.9105         1.9644          34.42        21.3829         1.9490          5.968 2025-01-03T00:59:50
    8315        57.0774        76.1972          21.92       129.5632         3.4387          7.063 2025-01-03T00:59:51
    8316        13.7069        25.0618          15.78        72.5911         4.6353          5.595 2025-01-03T00:59:51
    8317       -20.2513        51.7686           7.99        43.2660         3.7633          5.662 2025-01-03T00:59:52
    8318       -49.6899       118.6355           7.21        20.9096         1.1282          2.622 2025-01-03T00:59:52
    8319       -52.4104        61.2132          15.50        20.0276         4.1831          4.711 2025-01-03T00:59:53
    8320       -55.5302        64.7023           5.57        -5.8332         1.7346          1.806 2025-01-03T00:59:54
    8321         5.9831         1.5706          35.63        25.3363         1.8568          5.483 2025-01-03T00:59:54
    8322        -4.3018       149.7696          27.39        98.3593         2.7776          5.555 2025-01-03T00:59:54
    8323        -5.9773        64.0118          14.70        51.1016         2.5073          6.653 2025-01-03T00:59:55
    8324       -90.9076        78.0632          -0.89       -39.1572         1.2719          6.698 2025-01-03T00:59:55
    8325       -25.0689         3.6384          -0.95        23.1705         4.6420          5.927 2025-01-03T00:59:55
    8326        11.7062        30.6908          14.74        77.8092         5.0758          5.816 2025-01-03T00:59:56
    8327        -5.4147        32.5541          31.73        32.0113         2.1149          6.779 2025-01-03T00:59:57
    8328       -16.5182        12.4821          -0.33        46.9902         5.7267          5.996 2025-01-03T00:59:57
    8329         0.3554       176.0771          30.15       116.4126         2.8019          7.074 2025-01-03T00:59:58
    8330       -24.9498        87.1056          15.65        37.2827         1.8680          3.864 2025-01-03T00:59:59
    8331        26.0992        18.6849          37.80        60.2941         2.4852          6.981 2025-01-03T01:00:00
    8332       -20.1596        28.3519          30.12        15.9776         2.1961          7.703 2025-01-03T01:00:00
    8333       -50.7529       128.7480           4.71        24.1292         1.0508          2.693 2025-01-03T01:00:00
    8334      -119.5682       165.0775           2.15         8.7974         4.5827          7.112 2025-01-03T01:00:01
    8335         7.2596         9.7311          37.35        37.8345         2.5709          7.159 2025-01-03T01:00:01
    8336       -26.1425       154.9603           4.05        90.6335         3.9296          5.699 2025-01-03T01:00:02
    8337         8.5345        14.5199          35.52        36.2731         2.0479          7.726 2025-01-03T01:00:02
    8338       -30.5533         5.1159          -0.94        10.6576         3.8653          6.409 2025-01-03T01:00:02
    8339       -30.0396        50.6248          18.01        30.5246         3.5252          5.989 2025-01-03T01:00:02
    8340       -82.7948        51.9598          -0.88       -44.2096         1.2605          7.368 2025-01-03T01:00:03
    8341         7.0354        14.0255          38.21        35.9974         2.1949          6.496 2025-01-03T01:00:04
    8343       -61.1874        95.0162           6.71         3.8331         1.7512          2.784 2025-01-03T01:00:04
    8342       -57.5501       229.7919          14.62        67.7021         1.0356          2.795 2025-01-03T01:00:04
    8344        57.8491       103.5267          24.52       145.4519         3.5839          5.483 2025-01-03T01:00:05
    8345         3.9234         9.5759          35.28        39.3290         3.0618          6.426 2025-01-03T01:00:05
    8346        44.3891        31.9743          22.11       106.2724         4.5896          6.395 2025-01-03T01:00:06
    8347         2.1939         2.4967          34.30        27.4868         2.4045          6.143 2025-01-03T01:00:06
    8348        13.9210        75.9940          13.24        92.0291         4.0111          5.637 2025-01-03T01:00:06
    8349        52.5716        67.0402          22.87       117.1211         3.1029          5.762 2025-01-03T01:00:07
    8350       -30.2967         4.9060          -0.93         9.1600         3.7004          5.787 2025-01-03T01:00:08
    8351       -47.1036       227.4949          14.61        75.5857         0.8942          3.372 2025-01-03T01:00:08
    8352       -33.4933        66.5604           8.35        10.4135         1.0627          1.749 2025-01-03T01:00:08
    8353       -82.0479        42.4048          -0.88       -47.9712         1.2874          5.813 2025-01-03T01:00:08
    8354       -81.0216        34.2177          -0.90         0.7840         6.4697          6.191 2025-01-03T01:00:09
    8355      -132.8889        95.9706          -1.19       -35.4630         4.9441          5.522 2025-01-03T01:00:10
    8356        -7.8116        24.8230          12.35        43.6343         3.9034          5.654 2025-01-03T01:00:11
    8357       -61.1290       254.0215          14.10        74.7854         0.8904          3.146 2025-01-03T01:00:11
    8358        -8.9096        13.8661          33.12        26.4987         2.8475          6.784 2025-01-03T01:00:11
    8359         8.5296        46.5952           5.14        89.2587         5.7431          5.399 2025-01-03T01:00:12
    8360        73.3873       115.8515          34.18       160.6149         2.9302          6.589 2025-01-03T01:00:12
    8361       -24.6185        71.6899           2.30        15.2486         0.4022          1.161 2025-01-03T01:00:13
    8362        31.3746       151.6740          32.18       138.7054         3.1494          6.461 2025-01-03T01:00:13
    8363       -35.3616        37.8652          -1.76        -8.0908         0.8338          1.313 2025-01-03T01:00:13
    8364       -77.8614       121.0318          11.99        18.7018         3.6047          6.790 2025-01-03T01:00:13
    8365        16.9121        16.8521          38.18        44.5198         1.9182          5.397 2025-01-03T01:00:13
    8366       -72.7630        28.3604          -0.87       -46.3212         1.2262          5.151 2025-01-03T01:00:14
    8367       -29.1370         4.6247          -0.95         9.4060         3.6231          6.625 2025-01-03T01:00:14
    8368        72.6435        69.2864          16.47       146.0694         3.8783          6.427 2025-01-03T01:00:15
    8369        98.4367       182.9975          15.10       233.1209         4.3185          5.534 2025-01-03T01:00:15
    8370       104.7518       196.1563          25.68       244.1166         4.1287          5.184 2025-01-03T01:00:16
    8371        21.4360        15.4589          38.18        50.3493         2.1184          4.995 2025-01-03T01:00:16
    8372        44.2380        89.0244          27.00       116.1252         2.7375          5.686 2025-01-03T01:00:17
    8373       -16.8556         5.6478          -2.46        -5.1337         0.8898          0.968 2025-01-03T01:00:17
    8374       -24.0542        26.2045          10.84        14.1862         2.5138          3.907 2025-01-03T01:00:17
    8375       -18.0092        82.9153           0.88        26.2796         0.2831          1.316 2025-01-03T01:00:18
    8376        -2.4577         4.5233          32.06        23.7958         2.3992          5.530 2025-01-03T01:00:18
    8377        -8.3971        31.2947          10.94        30.2450         2.2995          3.222 2025-01-03T01:00:18
    8378         3.3407         2.1493          35.60        22.7545         1.8339          5.395 2025-01-03T01:00:18
    8379         5.8986         2.3867          35.60        22.5421         1.5450          5.410 2025-01-03T01:00:19
    8380        85.2039       185.8169          33.83       203.4761         2.5364          5.692 2025-01-03T01:00:19
    8381        81.1387       121.8376          19.75       162.0505         1.9993          5.615 2025-01-03T01:00:19
    8382       -27.7022         3.8642          -0.96        12.3640         3.8134          5.097 2025-01-03T01:00:19
    8383       -30.3300        79.7437          -5.14        12.9524         0.3411          1.170 2025-01-03T01:00:20
    8384       -25.7738        44.3813          11.00        23.1630         2.6746          3.454 2025-01-03T01:00:20
    8385       -20.9463        69.7345           6.63        25.9259         1.2005          2.781 2025-01-03T01:00:21
    8386        12.9942        14.0022          37.35        41.1641         2.1169          5.002 2025-01-03T01:00:22
    8387       -72.5032        89.0761           6.46         8.6602         3.6625          6.838 2025-01-03T01:00:22
    8388       -26.8581        52.4032          29.23        17.9383         1.8595          5.378 2025-01-03T01:00:22
    8389        27.3444        20.8073          38.23        61.9003         2.4152          5.298 2025-01-03T01:00:24
    8390         7.9997        19.0656          38.22        43.8703         2.6338          6.324 2025-01-03T01:00:24
    8391       -35.7359       205.0822          14.64        71.9166         0.5111          2.798 2025-01-03T01:00:24
    8392        48.8493        88.2052          24.14       125.2126         3.2261          5.702 2025-01-03T01:00:24
    8393        61.2051       126.5133          31.48       148.2267         2.3765          5.833 2025-01-03T01:00:24
    8394       -30.1466         4.8879          -0.95         1.2446         2.8947          5.157 2025-01-03T01:00:24
    8395       146.3056       472.6409          35.07       418.2003         3.5574          6.284 2025-01-03T01:00:25
    8396         3.1862        15.3621          37.98        25.7947         1.4927          4.995 2025-01-03T01:00:25
    8397         8.7128        14.7267          37.99        38.0563         2.1980          5.950 2025-01-03T01:00:26
    8398       -24.5246        47.4880          10.03         7.8042         0.8585          2.290 2025-01-03T01:00:26
    8399        -9.4440       175.0718          16.31        96.1982         1.8106          4.185 2025-01-03T01:00:27
    8401        77.1925       133.9212          30.30       172.2302         2.8077          5.821 2025-01-03T01:00:28
    8402       -51.1009        68.2512           3.47        -0.0955         1.6880          2.055 2025-01-03T01:00:28
    8400        -6.6114        81.5040          11.75        70.1285         3.5988          5.100 2025-01-03T01:00:29
    8403       -34.4146        48.4171          10.91        27.9625         3.8168          5.007 2025-01-03T01:00:29
    8404       -22.1563        14.7583           0.63        -4.5748         1.0202          1.122 2025-01-03T01:00:29
    8405        64.2680        52.7788          23.36       120.6355         2.9978          5.623 2025-01-03T01:00:29
    8406        13.4961        17.4533          38.26        38.2085         1.5986          5.207 2025-01-03T01:00:29
    8407        76.9775       215.9416          34.43       207.2367         2.2288          5.557 2025-01-03T01:00:29
    8408       -34.2406         7.2707          -0.93        -7.8408         2.2764          5.186 2025-01-03T01:00:30
    8409       -39.5710        16.8448          -1.13       -16.5519         1.4597          5.103 2025-01-03T01:00:30
    8410       -12.2801        20.6558          -1.25         4.3405         0.6293          1.083 2025-01-03T01:00:30
    8411        -4.9050        32.1886          32.03        29.1548         1.7965          5.768 2025-01-03T01:00:31
    8412       -60.3948       187.8599           5.43        46.3595         1.2824          4.036 2025-01-03T01:00:31
    8413        13.5349         5.1407          36.35        38.8665         2.2761          5.199 2025-01-03T01:00:32
    8414        11.7196        18.1469          38.28        39.8519         1.9059          5.131 2025-01-03T01:00:32
    8415       -66.4926       208.4913          14.65        47.4770         0.9724          3.090 2025-01-03T01:00:32
    8416        12.2658        17.5845          38.27        37.8156         1.6758          5.623 2025-01-03T01:00:34
    8417        -0.5178        22.9705          24.27        38.8782         2.7911          5.148 2025-01-03T01:00:34
    8418       -37.2411         9.2282          -0.93       -16.2624         1.6365          5.012 2025-01-03T01:00:35
    8419        48.6130       177.1228          31.61       162.1873         2.5013          5.568 2025-01-03T01:00:35
    8420       -22.2064        23.9064          30.99        16.3088         2.6562          5.712 2025-01-03T01:00:35
    8421       -25.8773         4.2376          -0.93       -10.4123         1.3346          5.095 2025-01-03T01:00:36
    8422       -29.2836        79.1918          27.42        25.4130         1.5101          6.368 2025-01-03T01:00:37
    8423         8.5031        29.8383          16.00        57.7643         3.4342          5.853 2025-01-03T01:00:37
    8424         6.8630         3.0964          36.19        26.3595         1.7948          5.634 2025-01-03T01:00:37
    8425       116.2712       160.2216          34.28       224.5225         2.8140          5.751 2025-01-03T01:00:37
    8426        39.2239        32.1852          21.46        90.7616         3.5445          5.865 2025-01-03T01:00:38
    8427         0.1230        10.1545          37.41        24.1643         1.8964          5.786 2025-01-03T01:00:38
    8428        35.3333        25.9237          20.90        78.4839         3.0189          5.152 2025-01-03T01:00:39
    8429       -35.1569         7.7592          -0.93       -12.5555         1.8722          4.909 2025-01-03T01:00:40
    8430        66.8713       116.4588          26.82       154.9661         2.9865          5.271 2025-01-03T01:00:40
    8431       -18.3151        42.3799          17.35        44.4722         4.1597          4.985 2025-01-03T01:00:40
    8432       -10.2054        32.2941          31.63        31.3418         2.5400          5.830 2025-01-03T01:00:41
    8433        -8.4055        85.6728          24.18        66.2378         3.1807          4.726 2025-01-03T01:00:42
    8434       -21.9812         2.6549          -0.92         4.9418         2.5596          6.212 2025-01-03T01:00:42
    8435        12.5224       102.9152          10.67        74.9444         1.0964          2.966 2025-01-03T01:00:43
    8436        31.6291        31.7031          20.78        78.6154         3.1135          6.071 2025-01-03T01:00:43
    8437       -10.9638        55.9763          13.34        55.9365         3.8912          6.198 2025-01-03T01:00:43
    8438       210.3125       440.4908          40.16       463.4059         3.2848          6.308 2025-01-03T01:00:44
    8439       -26.0779        58.3164          10.89        53.5143         5.0434          6.204 2025-01-03T01:00:44
    8440       -14.4545        33.8183          -2.98         4.4430         0.1988          0.388 2025-01-03T01:00:44
    8441        37.1899        55.4280          22.58        97.3412         3.2437          6.138 2025-01-03T01:00:44
    8442       -24.2472        85.1239          10.04        41.7682         2.3453          6.073 2025-01-03T01:00:45
    8443       -30.7993         5.6901          -0.90         9.8909         3.7845          6.180 2025-01-03T01:00:46
    8444       116.9868       138.0432          18.45       229.7321         4.3724          6.209 2025-01-03T01:00:46
    8445        53.8102        49.0047          24.39       108.8822         3.0570          6.039 2025-01-03T01:00:47
    8446       -18.7341         1.9997          -0.87        39.4081         5.7142          5.618 2025-01-03T01:00:47
    8447       -24.0693        37.7360          29.54        15.8727         2.1074          5.798 2025-01-03T01:00:47
    8448       -19.1212        13.8609           3.67         6.6632         1.8854          1.805 2025-01-03T01:00:48
    8449         1.3880         2.0962          35.87        26.6884         2.4252          5.373 2025-01-03T01:00:48
    8450       -22.1779        19.4717          13.94        15.2797         2.7722          3.980 2025-01-03T01:00:48
    8451       -38.8237        39.4476          14.90        12.5182         3.1618          5.540 2025-01-03T01:00:48
    8452        65.7572       147.8561          33.52       167.6619         2.7977          5.470 2025-01-03T01:00:49
    8453        54.0006       208.8326          22.10       190.8999         3.2483          3.695 2025-01-03T01:00:49
    8454        -8.8754         5.2182          35.28        18.8272         2.5094          5.508 2025-01-03T01:00:49
    8455         8.1170         5.4091          38.09        33.8708         2.3049          5.308 2025-01-03T01:00:49
    8456       -28.6416        20.2189          10.37        -2.9353         1.5597          1.954 2025-01-03T01:00:51
    8457       -37.3742         6.7338          -0.83        20.4460         5.4453          5.252 2025-01-03T01:00:51
    8458       200.7651       319.8155          36.62       399.8127         3.9140          5.063 2025-01-03T01:00:52
    8459       -19.9643         2.1003          -0.77        45.7863         6.4700          4.904 2025-01-03T01:00:52
    8460      -134.7630       202.3183           5.21        -6.6295         2.6974          4.341 2025-01-03T01:00:52
    8461       -30.2351        40.4848          29.07        15.6210         2.5614          4.959 2025-01-03T01:00:53
    8462       -33.0403        17.9962           4.11        -9.8584         1.4184          1.348 2025-01-03T01:00:53
    8463         3.2538        25.0912          12.24        53.4412         3.7642          4.997 2025-01-03T01:00:53
    8464        33.5807       125.5118          25.10       129.3023         3.2966          6.175 2025-01-03T01:00:54
    8465         7.6615         7.9570          38.39        38.9926         2.7353          6.005 2025-01-03T01:00:54
    8466       -36.5176        82.1712          15.38        42.5646         3.7997          5.049 2025-01-03T01:00:54
    8467       -61.2434        91.1467          -1.57        -3.0394         1.2631          1.066 2025-01-03T01:00:55
    8468        -6.6254        10.5343          38.15        26.0198         2.7378          5.950 2025-01-03T01:00:55
    8469        29.4127        60.3067          28.21        89.4377         2.9872          6.026 2025-01-03T01:00:55
    8470       -50.6604        13.7220          -0.77       -11.7978         3.2002          5.532 2025-01-03T01:00:57
    8471       -21.4400        17.7471           2.96         3.4831         1.6050          1.523 2025-01-03T01:00:57
    8472         7.7873         6.3202          36.15        37.7246         2.6777          5.273 2025-01-03T01:00:58
    8473       -48.6391       137.6019           2.02        46.9785         2.6817          2.888 2025-01-03T01:00:58
    8474       107.7639       165.0437          36.74       226.5353         3.6250          5.004 2025-01-03T01:00:59
    8475        44.1691        65.2590          29.94       114.3842         3.7586          4.873 2025-01-03T01:00:59
    8476       -12.5712        32.7064           3.04         7.8991         0.4117          1.121 2025-01-03T01:01:00
    8477         1.3428         4.8230          35.65        35.9408         3.2186          9.601 2025-01-03T01:01:00
    8478       -43.7793       137.3018           4.88        34.8478         0.9976          1.492 2025-01-03T01:01:00
    8479       -31.2976        29.4672          29.95        12.5315         2.9095          6.640 2025-01-03T01:01:01
    8480       -68.0858        25.6683          -0.83       -18.1265         3.7125          4.914 2025-01-03T01:01:01
    8481       -30.1979         4.1434          -0.74         1.1579         2.9284          9.647 2025-01-03T01:01:02
    8482        25.1843        41.4097          21.53        80.2592         3.4370          4.932 2025-01-03T01:01:03
    8483        36.5153        34.2626          26.35        87.0304         3.3384          9.878 2025-01-03T01:01:03
    8484         7.5600         9.6219          38.40        39.6158         2.7245          9.859 2025-01-03T01:01:03
    8485       -23.1927        29.7995          31.58        17.4056         2.5699          5.753 2025-01-03T01:01:04
    8486        78.1788       118.4443          34.22       170.5835         3.3183          9.756 2025-01-03T01:01:04
    8487        -1.6857         9.6392          38.13        24.5812         2.1447          7.728 2025-01-03T01:01:05
    8488         1.4756         3.3658          33.73        25.4625         2.2304          5.419 2025-01-03T01:01:05
    8489        61.5496        76.6154          31.77       133.5679         3.3711          5.243 2025-01-03T01:01:05
    8490         5.2830         5.6702          36.05        28.1691         2.0051          5.314 2025-01-03T01:01:06
    8491       -37.6063        37.7112          11.13        -5.4421         1.3309          2.400 2025-01-03T01:01:06
    8492       -10.3414       111.8381          18.82        73.6588         2.8081          3.812 2025-01-03T01:01:07
    8493        28.6489        31.9455          29.83        74.5243         2.9903          5.646 2025-01-03T01:01:07
    8494       -42.6176        12.3297          -0.91         1.3459         3.7799          5.104 2025-01-03T01:01:07
    8495       -65.1999        24.1282          -0.88       -11.0083         4.2128          5.668 2025-01-03T01:01:07
    8496         6.7575        24.9793          21.62        52.4710         3.3224          5.042 2025-01-03T01:01:08
    8497        50.5069       105.8289          40.16       129.8909         2.6470          5.892 2025-01-03T01:01:08
    8498        -4.2955        66.9455          21.66        71.9062         4.2729          5.936 2025-01-03T01:01:09
    8499       102.6499       150.0327          31.48       213.4162         3.5750          4.998 2025-01-03T01:01:10
    8501        78.6721       153.4855          37.66       185.8721         3.0457          4.960 2025-01-03T01:01:10
    8502        56.2400       109.2607          33.78       143.7133         3.2843          6.049 2025-01-03T01:01:11
    8500       -41.7668       111.4054          12.12        35.4701         2.1534          3.157 2025-01-03T01:01:11
    8503         8.5397         4.7675          38.09        32.0888         2.1165          5.004 2025-01-03T01:01:11
    8504        49.7582        56.8808          32.87       113.5019         3.5303          6.062 2025-01-03T01:01:12
    8505       -26.9031        43.1567          28.41        16.6488         2.1974          5.093 2025-01-03T01:01:12
    8506       -54.2421        14.5774          -0.89       -24.1967         2.2757          5.103 2025-01-03T01:01:12
    8507         3.5564        64.1522          31.54        83.0629         4.7430          4.670 2025-01-03T01:01:13
    8508        35.8809       453.9411          22.94       293.0468         3.0195          4.727 2025-01-03T01:01:13
    8509       -71.5157        25.8847          -0.80        -2.3422         5.6231          6.273 2025-01-03T01:01:13
    8510       -45.9651       273.7881          15.56       113.9121         2.2983          3.258 2025-01-03T01:01:14
    8511       239.0599       383.3053          37.74       471.2753         4.0563          4.989 2025-01-03T01:01:15
    8512       -48.5686       308.0240          14.21       112.0172         0.6574          2.775 2025-01-03T01:01:15
    8513      -117.3896       139.9350           6.70        16.6272         6.4049          6.041 2025-01-03T01:01:15
    8514       -62.4015       128.6782          16.79        23.5636         2.1626          4.035 2025-01-03T01:01:16
    8515        -3.7962        52.0615          23.00        54.8486         3.2614          4.394 2025-01-03T01:01:16
    8516        47.8571        83.1304          22.90       130.9329         4.1511          5.026 2025-01-03T01:01:17
    8517       -72.4416       159.3516           9.08        28.5414         2.1307          1.930 2025-01-03T01:01:17
    8518        -5.9843         3.3927          33.44        15.7796         2.0068          6.825 2025-01-03T01:01:17
    8519       -46.7129         9.4831          -0.88         3.3858         4.5357          4.916 2025-01-03T01:01:17
    8520       178.2213       378.8127          40.48       398.8639         3.1236          6.482 2025-01-03T01:01:18
    8521       -50.8984       153.8934          11.38        42.8462         1.6798          3.311 2025-01-03T01:01:20
    8522         1.3058         6.2079          35.57        30.9684         2.6559          4.908 2025-01-03T01:01:21
    8523       -43.5476       189.7914           2.64        56.9775         0.5629          3.450 2025-01-03T01:01:21
    8524        -9.0940        14.0445          31.67        20.7707         2.2842          7.808 2025-01-03T01:01:21
    8525       -42.8908        49.1666          29.79        14.1883         3.2496          8.205 2025-01-03T01:01:21
    8526        11.2839         7.8095          38.06        35.9065         2.0718          5.395 2025-01-03T01:01:21
    8527       -72.1685        25.9848          -0.81        10.6565         6.9833          8.043 2025-01-03T01:01:21
    8528        34.1199        44.3189          35.59        91.1196         3.4840          5.111 2025-01-03T01:01:22
    8529       -18.4426        29.6983          31.26        16.8326         2.0426          6.239 2025-01-03T01:01:22
    8530       -11.9797        10.1604          -3.98        -3.3441         0.3555          0.327 2025-01-03T01:01:22
    8531       -41.3404         7.6140          -0.94        37.4515         7.4985          5.064 2025-01-03T01:01:22
    8532        23.8377        51.9631          33.63        88.0639         3.8245          7.667 2025-01-03T01:01:23
    8533        13.5530         8.0743          38.04        38.8915         2.1301          6.595 2025-01-03T01:01:23
    8534       -99.3428       373.9700          13.91        97.5595         0.9917          3.180 2025-01-03T01:01:23
    8535       -15.4260        13.5627          -1.58        -0.5272         0.8117          0.609 2025-01-03T01:01:24
    8536       -39.7458       120.0964          11.09        30.3825         1.0080          2.279 2025-01-03T01:01:24
    8537       -90.0513       245.1504           3.28        42.5940         1.0070          2.059 2025-01-03T01:01:25
    8538       -56.7606        71.7462          12.60        23.1582         4.4046          5.209 2025-01-03T01:01:26
    8539        10.8195        19.3952          26.91        53.1859         3.2669          5.177 2025-01-03T01:01:27
    8540        18.5101       108.6553          30.05       105.8931         3.3055          5.470 2025-01-03T01:01:27
    8541        12.3501         5.8937          35.32        38.7322         2.3435          5.949 2025-01-03T01:01:27
    8542        41.7615        59.0049          31.47        96.7636         2.5500          5.729 2025-01-03T01:01:27
    8543       -32.3996       265.3994          14.61       105.2239         0.4924          3.460 2025-01-03T01:01:27
    8544       -15.5774        18.6615          30.52        10.9074         1.7154          5.302 2025-01-03T01:01:27
    8545       -96.2336        50.2284          -0.94         5.3752         7.6495          5.844 2025-01-03T01:01:27
    8546       -71.2459        23.1840          -1.00       -43.1392         1.6515          5.557 2025-01-03T01:01:28
    8547       -73.9421       345.4795          14.70       107.9443         0.9147          3.574 2025-01-03T01:01:29
    8548       -11.6785        43.7351          29.78        29.6371         1.9448          5.554 2025-01-03T01:01:29
    8549       -41.1762       109.1282           5.52        30.8903         1.7502          2.317 2025-01-03T01:01:29
    8550        11.8245         8.2999          35.93        29.8413         1.3867          5.665 2025-01-03T01:01:30
    8551       -25.2665       209.0217          10.00        90.5082         1.1264          2.693 2025-01-03T01:01:30
    8552       -62.3129       287.8617          12.86        94.3581         1.2740          3.810 2025-01-03T01:01:31
    8553        -5.3320        61.0842          12.47        59.0337         3.3824          5.617 2025-01-03T01:01:32
    8554      -108.3086       184.4583          12.11         4.1412         2.0221          3.197 2025-01-03T01:01:32
    8555       -61.5524       178.7502           6.98        39.9935         1.2171          2.539 2025-01-03T01:01:32
    8556       -23.6841        94.8698          31.13        49.4249         2.5674          5.128 2025-01-03T01:01:32
    8557        50.1523        63.7728          31.12       109.4956         2.7457          5.740 2025-01-03T01:01:33
    8558       -12.9434        12.9742          31.85         9.4297         1.5886          5.504 2025-01-03T01:01:33
    8559       -94.1359        42.4084          -0.98        -2.4588         7.0473          5.582 2025-01-03T01:01:33
    8560       -62.6788        14.0658          -0.99        -4.6782         5.0968          5.456 2025-01-03T01:01:33
    8561       -25.0211        17.9129           0.82        -7.0305         0.9034          0.894 2025-01-03T01:01:34
    8562        24.7112        15.1578          37.26        53.8398         2.1550          5.324 2025-01-03T01:01:34
    8563        -2.1984         2.7240          32.54        16.3648         1.7201          5.618 2025-01-03T01:01:34
    8564        14.6458        17.4475          37.92        39.2885         1.5919          5.962 2025-01-03T01:01:36
    8565        13.5465        18.2572          37.72        44.6726         2.1998          5.106 2025-01-03T01:01:36
    8566         8.8988        57.7982          31.55        61.9766         2.4179          4.915 2025-01-03T01:01:37
    8567       -55.3016       104.6181           4.30        16.3441         1.9337          2.844 2025-01-03T01:01:37
    8568        17.6555        20.0325          37.92        46.3287         1.8657          5.306 2025-01-03T01:01:37
    8569        28.8275        32.9298          38.18        68.6751         2.3383          5.290 2025-01-03T01:01:37
    8570        18.3910        26.7128          37.93        47.9960         1.6249          5.367 2025-01-03T01:01:38
    8571       -10.6922        26.1339          16.35        50.5628         4.8188          5.175 2025-01-03T01:01:38
    8572      -109.5494        73.3150          -0.97       -47.0822         2.5810          5.329 2025-01-03T01:01:38
    8573       -59.9613        14.4809          -0.97         4.4375         5.7158          5.185 2025-01-03T01:01:38
    8574       -46.6889        79.0455           3.23        10.3962         1.7562          2.794 2025-01-03T01:01:39
    8575       -32.3972       118.6828           1.20        64.8206         3.7876          3.331 2025-01-03T01:01:39
    8576         6.6718        25.0641          37.93        36.6676         1.7464          5.520 2025-01-03T01:01:39
    8577       -45.3490        62.6400          18.21        14.3173         2.8346          5.127 2025-01-03T01:01:40
    8578       -40.9482       105.1155           4.51        36.0406         2.4431          3.101 2025-01-03T01:01:40
    8579       -11.4698        14.7796          29.11        14.5676         1.8648          5.379 2025-01-03T01:01:42
    8580        42.1981        33.4075          37.93        83.0985         2.4197          5.304 2025-01-03T01:01:42
    8581        54.0363        67.3014          30.39       116.9998         2.9313          4.986 2025-01-03T01:01:43
    8582        21.1982        38.4085          20.96        77.9438         3.7541          5.388 2025-01-03T01:01:43
    8583       -43.2631        88.8127          12.89        40.1535         3.9010          5.081 2025-01-03T01:01:43
    8584       -99.9964        52.6263          -0.96       -35.6367         3.8047          5.207 2025-01-03T01:01:43
    8585       -48.5028         9.5330          -0.96        14.6753         5.8412          5.338 2025-01-03T01:01:44
    8586       -23.8688       102.0646          11.35        35.9908         0.8827          2.320 2025-01-03T01:01:44
    8587        36.0509        36.5670          38.03        75.5562         2.1222          5.342 2025-01-03T01:01:44
    8588        -6.2762        34.0710          29.47        32.9352         2.2176          5.501 2025-01-03T01:01:45
    8589       145.5613       235.2779          34.13       296.0050         3.2805          5.719 2025-01-03T01:01:45
