         Reward       Distance
        99.4800         0.4480
        17.6050         0.0955
        16.7550         0.2284
        76.1300         0.3565
        14.0350         0.0997
        43.0150         0.2196
        14.0350         0.0997
        73.2800         0.3568
        41.4400         0.2154
        14.1900         0.0993
        14.1900         0.0993
        16.8500         0.0981
        62.3200         0.2673
        14.7500         0.0955
        13.8200         0.0943
        15.1850         0.0993
       103.8250         0.4489
        46.9150         0.2161
        15.1850         0.0993
        15.1850         0.0993
       100.9450         0.4540
        61.7900         0.2733
        15.1850         0.0993
        15.1500         0.0990
        15.2150         0.0933
        79.2500         0.3572
        55.6700         0.2572
        47.2450         0.2196
        83.7700         0.3562
        15.9050         0.0943
        65.1200         0.2841
        15.4750         0.0981
        44.1000         0.2227
        54.6400         0.2692
        55.9900         0.2657
        73.9950         0.3568
        16.9600         0.0959
        48.7300         0.2151
        47.5000         0.2202
        43.3600         0.2116
        98.9000         0.4470
        50.1100         0.2233
        49.8150         0.2189
        16.2450         0.0917
        52.2350         0.2537
        73.7300         0.3562
        15.5650         0.0984
        14.4550         0.0943
        47.3700         0.2208
        16.9500         0.0997
        98.8250         0.4473
        75.1600         0.3568
        47.8900         0.2227
        29.2800         0.2145
        15.2450         0.0997
        14.0350         0.0997
        44.9800         0.2180
        86.7400         0.3553
        14.0350         0.0997
        15.5450         0.0981
        49.5350         0.2284
        14.1900         0.0993
        82.4950         0.3565
        14.5550         0.0990
        46.7550         0.2224
        55.1700         0.2562
        14.1900         0.0993
        16.8250         0.0949
       104.9900         0.4464
        15.4000         0.0917
        78.2750         0.3644
        14.9450         0.0936
       115.3900         0.4824
        16.9900         0.0997
        47.7700         0.2227
        42.0800         0.2189
        60.9700         0.2623
        46.5850         0.2284
        18.0750         0.0974
        42.4700         0.2097
        16.7900         0.0943
        15.1500         0.0997
        58.2000         0.2632
        44.2400         0.2224
       122.8150         0.5296
       112.1150         0.4793
        56.2250         0.2654
        50.5250         0.2284
       104.0500         0.4476
        56.0250         0.2667
        44.6450         0.2180
        14.6600         0.0940
        35.4650         0.2661
        14.8500         0.0946
        99.5300         0.4461
        15.1850         0.0993
        78.8300         0.3578
        15.1850         0.0993
        94.5050         0.4502
        15.1850         0.0993
        62.4650         0.2841
        85.9100         0.3568
        83.2750         0.3635
        14.3550         0.0940
        51.1950         0.2183
        58.0100         0.2841
        45.2500         0.2224
        47.9100         0.2284
        55.4350         0.2740
        15.2100         0.0940
        47.1950         0.2214
        17.0200         0.0997
       105.1150         0.4543
        47.3700         0.2164
        44.1450         0.2116
        16.5600         0.0943
        74.7400         0.3556
        81.2350         0.3562
        59.4550         0.2692
        41.6100         0.2284
       100.9850         0.4533
        14.8600         0.0952
        15.2300         0.0946
        44.2550         0.2284
        44.4750         0.2202
        15.4100         0.0981
       122.3250         0.5622
        40.7400         0.2148
        43.9450         0.2167
        46.3800         0.2177
        16.7400         0.0965
        63.5300         0.2841
        79.9300         0.3562
        75.8900         0.3565
        14.9000         0.0981
        46.5100         0.2284
        58.0900         0.2841
        14.3800         0.0993
        15.4400         0.0962
        16.3200         0.0962
        15.0600         0.0993
        14.2700         0.0997
        97.3000         0.4473
        41.0400         0.2107
        75.6750         0.3559
        84.4500         0.3565
        44.0800         0.2158
        40.3650         0.2164
        15.3150         0.0997
        86.3850         0.3898
       110.0300         0.4742
       112.1500         0.4761
        15.5350         0.0993
        14.9450         0.0962
        44.7750         0.2284
        58.3450         0.2841
        15.1300         0.0965
        41.5600         0.2116
        85.9400         0.3597
        14.3650         0.0940
        57.8150         0.2562
        56.4750         0.2841
        15.0100         0.0984
        56.1200         0.2556
        40.6050         0.2082
        14.7200         0.0987
        45.9000         0.2240
        60.1600         0.2841
        43.2300         0.2170
        15.3850         0.0936
        51.3400         0.2540
        43.0000         0.2284
        98.0900         0.4470
        14.8400         0.0981
        14.8650         0.0990
        42.0100         0.2148
        42.2350         0.2224
        14.1900         0.0993
        41.2650         0.2284
       108.5150         0.4824
        59.1900         0.2752
        43.9750         0.2154
       102.9850         0.4476
        41.5800         0.2110
        45.4700         0.2249
        54.4350         0.2572
        63.5400         0.2686
        53.9350         0.2509
        97.9400         0.4537
        42.9950         0.2177
        58.1800         0.2841
        77.9900         0.3556
        81.3350         0.3920
        15.5800         0.0940
       102.3550         0.4454
       104.8950         0.4514
        15.1800         0.0990
        14.6700         0.0959
       102.5950         0.4451
        80.4750         0.3559
        41.7400         0.2180
        99.4350         0.4502
        43.4600         0.2173
        14.5850         0.0987
       132.1400         0.5679
        97.9950         0.4486
        47.9900         0.2186
        46.2650         0.2284
        45.9650         0.2186
        45.0600         0.2139
        54.6100         0.2702
        14.4900         0.0981
        15.1350         0.0930
        49.9950         0.2230
        40.8900         0.2148
       106.7800         0.4527
        61.4750         0.2717
        14.6800         0.0987
        58.3150         0.2841
        60.6300         0.2730
        15.7200         0.0968
        45.4600         0.2145
        42.5150         0.2243
        15.9550         0.0959
        14.7400         0.0987
        98.0750         0.4527
        43.8850         0.2208
        43.4250         0.2167
        44.3900         0.2154
        82.0150         0.3568
        40.2150         0.2094
        62.1850         0.2841
        57.3600         0.2841
        44.6800         0.2120
        -9.7850         0.1879
        45.9400         0.2097
        14.5350         0.0997
        48.9400         0.2284
       104.2300         0.4454
        14.6100         0.0943
        74.9700         0.3550
        15.0300         0.0981
        48.8550         0.2135
        14.6100         0.0943
        48.4750         0.2154
       105.9850         0.4533
        15.2850         0.0933
        42.1700         0.2158
        81.3100         0.3568
        14.0700         0.0990
        43.2300         0.2126
        14.2750         0.0927
        14.6550         0.0993
        50.7000         0.2284
        41.7500         0.2158
        44.3650         0.2158
        50.2900         0.2173
        48.5500         0.2161
       142.7950         0.5663
        44.6550         0.2284
        14.0950         0.0943
        14.5800         0.0984
         0.4150         0.2284
        43.5550         0.2145
       112.0100         0.4786
        43.0650         0.2158
        17.6950         0.0981
        48.5250         0.2180
        14.9200         0.0943
        69.2400         0.3572
        42.6550         0.2186
        55.9350         0.2676
       301.7950         1.0000
        15.2650         0.0984
        15.7150         0.0959
        48.5050         0.2196
        50.8350         0.2632
        17.5400         0.0978
       106.1800         0.4533
        42.7900         0.2164
        75.8550         0.3559
        49.6450         0.2243
        54.6450         0.2629
        15.4650         0.0930
        77.7450         0.3565
        15.5500         0.0933
       139.6100         0.6403
        39.7200         0.2148
        43.9900         0.2177
        16.9400         0.0978
        16.0550         0.0968
        47.0500         0.2189
        14.6050         0.0987
        14.6550         0.0993
        45.6900         0.2224
        56.8050         0.2670
       112.2300         0.4549
        15.2350         0.0984
        45.6100         0.2186
        47.9950         0.2224
        18.5550         0.0940
        15.6100         0.0943
        50.0950         0.2233
       104.5650         0.4537
        17.2500         0.0987
        15.3050         0.0974
        15.3000         0.0978
       100.3350         0.4461
        45.6450         0.2284
        75.2300         0.3562
        59.1600         0.2670
       101.4550         0.4533
       111.1700         0.4774
        15.6100         0.0946
        14.8850         0.0990
        76.5700         0.3575
        14.8700         0.0905
        55.9850         0.2534
        16.2150         0.0955
       107.7950         0.4824
        86.0000         0.3572
        98.5250         0.4537
        86.6450         0.3600
        43.8550         0.2164
        15.1250         0.0921
        56.6700         0.2616
        47.0050         0.2199
        79.4450         0.3644
        15.5100         0.0971
        92.0400         0.3901
        41.8000         0.2148
        43.4550         0.2173
        14.6750         0.0984
        45.8750         0.2227
        60.3650         0.2841
        51.4650         0.2205
        15.5000         0.0943
        15.1500         0.0990
        95.9150         0.4549
        14.8550         0.0984
        81.9050         0.3594
        49.0200         0.2180
        39.2150         0.2139
        14.6800         0.0993
        15.0200         0.0974
        56.5800         0.2702
        49.3300         0.2186
        63.5450         0.2841
        83.6600         0.3559
        91.1600         0.3853
        73.8150         0.3581
        15.5150         0.0946
        15.7250         0.0974
       102.2400         0.4540
        45.5400         0.2192
        50.7450         0.2506
        15.5100         0.0921
        55.3200         0.2547
        14.6800         0.0987
        84.8850         0.3575
        44.8600         0.2189
        54.3600         0.2553
        80.6900         0.3559
        46.1400         0.2240
        44.5650         0.2151
        41.6550         0.2148
        46.2600         0.2284
        82.1800         0.3565
        77.5850         0.3644
        56.3050         0.2581
        74.0650         0.3568
       195.4950         0.7814
        42.4950         0.2208
        44.0700         0.2158
        44.8800         0.2284
        74.7150         0.3556
        49.4050         0.2246
       132.4850         0.5701
        79.5850         0.3594
        10.1050         0.2151
        42.9900         0.2246
        77.7150         0.3638
       104.6300         0.4470
        15.9350         0.0949
        14.6900         0.0993
        42.3750         0.2173
        57.5400         0.2661
       105.1700         0.4467
        42.8050         0.2154
        15.7100         0.0990
        14.0700         0.0908
        16.7300         0.1000
        15.2450         0.0949
        14.6300         0.0984
        81.0200         0.3565
