 Episode    Policy Loss     Value Loss   Total Reward     Total Loss Curiosity Loss     Time Delta                Time
     473       -13.8848         0.3527           3.17        93.3469        10.7055         23.521 2024-12-29T16:34:12
     474       -27.0125         1.2481           0.70        55.9856         8.2374         25.192 2024-12-29T16:34:15
     475        -4.0254         0.0630           3.41       105.2899        10.9284         25.254 2024-12-29T16:34:16
     476        14.5879         0.2791           2.83       118.4711        10.3744         23.931 2024-12-29T16:34:25
     477        -9.3769         0.1804           2.23        88.3632         9.7650         24.816 2024-12-29T16:34:26
     478       -13.0567         0.3288           2.41        86.6267         9.9519         25.152 2024-12-29T16:34:27
     479       -14.4058         0.3820           0.98        70.9404         8.5155         25.112 2024-12-29T16:34:28
     480       -16.6881         0.5749           2.92        87.8565        10.4257         24.571 2024-12-29T16:34:28
     481       -10.5900         0.2266           2.17        86.6453         9.7122         26.627 2024-12-29T16:34:29
     482        -1.7070         0.0305           2.24        96.0793         9.7771         27.280 2024-12-29T16:34:30
     483        -4.0116         0.2597           0.19         5.5100         0.9392          4.344 2024-12-29T16:34:31
     484         5.7567         0.0620           2.33       104.5424         9.8755         26.964 2024-12-29T16:34:31
     485        -8.4148         0.1527           1.98        86.9258         9.5264         27.389 2024-12-29T16:34:36
     486         2.6448         0.0466           3.24       110.4357        10.7768         24.684 2024-12-29T16:34:36
     487       -10.1365         0.5357           1.00        30.3218         4.0190         11.153 2024-12-29T16:34:38
     488        -5.3044         0.1443           0.43        29.2720         3.4504         10.824 2024-12-29T16:34:39
     489        -7.5327         0.3283           0.83        31.0708         3.8439          9.968 2024-12-29T16:34:39
     490       -13.4608         0.3409           0.79        69.9724         8.3263         24.150 2024-12-29T16:34:40
     491        -3.5764         0.1620           0.84        35.0632         3.8559          9.679 2024-12-29T16:34:40
     492         8.5455         0.1171           3.45       118.2596        10.9656         24.575 2024-12-29T16:34:40
     493        -0.8171         0.1687           1.04        39.8269         4.0560          9.220 2024-12-29T16:34:41
     494         4.5650         0.3048           1.76        73.5605         6.8843         16.482 2024-12-29T16:34:41
     495        -9.4689         0.1997           2.85        94.1753        10.3544         25.022 2024-12-29T16:34:53
     496        16.4012         0.3544           1.33       105.3315         8.8753         22.679 2024-12-29T16:34:53
     497         6.1296         0.0473           1.97       101.2771         9.5124         22.190 2024-12-29T16:34:58
     498        21.1901         0.5998           1.46       111.4716         8.9982         21.147 2024-12-29T16:34:59
     499         4.4629         0.2550           2.87       108.6776        10.4087         22.753 2024-12-29T16:34:59
     501        16.5974         0.3630           1.29       105.0796         8.8301         22.568 2024-12-29T16:35:01
     502         3.3770         0.0075           0.93        88.1023         8.4722         23.584 2024-12-29T16:35:03
     503        34.6098         1.9616           2.00       130.9413         9.5351         23.216 2024-12-29T16:35:03
     504        21.3115         0.6278           1.36       110.5815         8.8956         23.271 2024-12-29T16:35:04
     505        37.1388         2.1851           3.87       152.2227        11.3991         24.525 2024-12-29T16:35:05
     506        21.4239         0.6225           1.34       110.4916         8.8756         25.189 2024-12-29T16:35:06
     500        43.1934         3.0952           2.48       144.9697        10.0229         21.921 2024-12-29T16:35:13
     507        10.8818         0.1782           3.26       118.8304        10.7859         21.671 2024-12-29T16:35:15
     508        21.2419         0.6192           1.30       109.9286         8.8377         22.324 2024-12-29T16:35:16
     509         0.9422         0.0042           1.32        89.5026         8.8558         23.753 2024-12-29T16:35:22
     510        22.8607         0.7354           1.30       111.6194         8.8391         24.028 2024-12-29T16:35:23
     511        14.5610         0.2794           1.88       108.7992         9.4099         24.441 2024-12-29T16:35:24
     512        20.1816         0.5344           1.19       107.7731         8.7324         24.568 2024-12-29T16:35:26
     513        -1.1759         0.0265           0.13         7.6544         0.8817          3.997 2024-12-29T16:35:26
     515        24.3243         0.7773           1.25       112.6050         8.7892         24.013 2024-12-29T16:35:28
     514        13.4001         0.2283           0.96        98.4963         8.4982         24.568 2024-12-29T16:35:28
     516        43.1402         3.7192           3.57       156.0767        11.1077         24.565 2024-12-29T16:35:28
     517        43.5892         2.9782           3.69       157.2329        11.2155         23.563 2024-12-29T16:35:28
     518        30.3094         1.2725           1.49       121.2356         9.0290         23.050 2024-12-29T16:35:29
     519        60.8389         5.7762           4.28       181.9397        11.8213         35.144 2024-12-29T16:35:36
     520        17.4876         0.4546           3.16       124.5178        10.6803         21.894 2024-12-29T16:35:37
     521        49.5778         4.0306           2.24       149.4157         9.7823         24.051 2024-12-29T16:35:40
     522        76.5689        11.1545           3.46       192.1308        10.9985         23.237 2024-12-29T16:35:46
     523        14.4973         0.2909           1.44       104.4729         8.9830         23.197 2024-12-29T16:35:47
     524        35.7057         1.9843           1.69       129.0468         9.2349         22.403 2024-12-29T16:35:48
     525        19.5949         0.5280           0.99       105.0997         8.5241         22.564 2024-12-29T16:35:48
     526        21.0477         0.6018           0.94       106.1822         8.4834         22.582 2024-12-29T16:35:50
     527        78.1977         9.4726           4.91       207.3801        12.4446         22.563 2024-12-29T16:35:50
     528        50.7341         4.0561           3.64       164.2768        11.1515         22.195 2024-12-29T16:35:51
     529        71.4747         8.0374           3.99       190.7812        11.5288         22.869 2024-12-29T16:35:51
     530        46.8192         3.3509           3.04       154.3173        10.5823         22.423 2024-12-29T16:35:52
     531        40.9009         3.9893           3.11       126.7587         8.3863         17.293 2024-12-29T16:35:53
     532        24.8305         0.9253           3.07       131.1173        10.5824         24.966 2024-12-29T16:36:02
     533        61.9821         5.9070           3.37       173.9902        10.9055         23.634 2024-12-29T16:36:03
     534        35.4221         5.2848           3.09       109.5879         7.1523         13.474 2024-12-29T16:36:04
     535        69.6773         7.6123           4.63       195.1679        12.1684         21.966 2024-12-29T16:36:08
     536        30.7885         1.3390           1.74       124.2282         9.2770         22.576 2024-12-29T16:36:09
     537        60.8817         6.4061           3.55       175.0040        11.0919         22.265 2024-12-29T16:36:11
     538        76.3099         9.0063           4.48       200.9404        12.0127         22.941 2024-12-29T16:36:11
     539        29.9448         1.2654           1.11       117.0225         8.6445         22.727 2024-12-29T16:36:13
     540        59.7671         5.6495           4.45       182.4710        11.9879         23.143 2024-12-29T16:36:14
     541        61.0415         6.0301           3.83       177.3732        11.3317         22.952 2024-12-29T16:36:14
     542        51.5785         3.9075           3.05       159.4585        10.5926         24.147 2024-12-29T16:36:16
     543        78.0210         9.4796           3.34       191.5015        10.8741         24.897 2024-12-29T16:36:18
     544        30.2627         1.4297           3.05       136.5322        10.5555         21.723 2024-12-29T16:36:24
     545        47.7678         3.4554           2.85       153.4268        10.3931         21.825 2024-12-29T16:36:25
     546        32.5286         1.4958           1.30       121.6902         8.8414         21.902 2024-12-29T16:36:26
     547       107.5585        17.8020           6.13       253.0938        13.6634         22.026 2024-12-29T16:36:30
     548       113.0657        21.2822           5.14       250.4984        12.6792         23.609 2024-12-29T16:36:33
     549        73.3493         8.3493           4.29       195.8625        11.8339         25.138 2024-12-29T16:36:36
     550        93.0299        12.6981           4.98       224.5489        12.5170         25.347 2024-12-29T16:36:36
     551        36.3218         1.9354           1.23       124.8713         8.7582         24.616 2024-12-29T16:36:38
     552        66.5921         7.3683           3.87       183.8851        11.3609         24.412 2024-12-29T16:36:38
     553        52.5165         4.0146           4.03       170.2062        11.5682         24.846 2024-12-29T16:36:38
     554        95.6763        14.6082           4.75       225.8967        12.2916         23.121 2024-12-29T16:36:39
     555        96.7969        14.1641           5.27       231.9615        12.8082         23.148 2024-12-29T16:36:41
     556        32.6231         1.7275           2.95       137.8882        10.4401         22.858 2024-12-29T16:36:46
     557        60.2555         5.3532           2.85       166.8113        10.3879         22.023 2024-12-29T16:36:47
     558        65.9958        11.8728           4.10       164.2263         9.2294         15.399 2024-12-29T16:36:48
     559        34.9274         1.7512           1.33       124.4746         8.8672         22.964 2024-12-29T16:36:49
     560        23.9958         1.9250           2.27        88.3241         6.3366         12.888 2024-12-29T16:36:52
     561        87.0576        10.9299           5.62       224.0620        13.1539         24.424 2024-12-29T16:36:55
     562        76.6861         8.5386           4.33       199.6836        11.8728         22.206 2024-12-29T16:36:58
     563        73.2959         7.8322           4.26       195.2147        11.8003         21.955 2024-12-29T16:36:58
     564        37.3765         2.0230           1.15       125.3278         8.6940         22.267 2024-12-29T16:37:00
     565        62.7270         6.6473           3.57       176.4973        11.0447         22.308 2024-12-29T16:37:00
     566        73.7563         7.8973           4.36       196.7061        11.9001         22.412 2024-12-29T16:37:01
     567        88.5517        12.4980           5.30       223.1614        12.8361         22.320 2024-12-29T16:37:03
     568        31.2099         1.5813           2.70       133.7783        10.1778         24.439 2024-12-29T16:37:11
     569        56.7720         4.7999           2.60       160.5475        10.1376         25.295 2024-12-29T16:37:13
     570        29.9253         1.2570           1.12       117.1485         8.6595         24.050 2024-12-29T16:37:13
     571        30.1131         1.2910           1.15       117.6071         8.6848         25.091 2024-12-29T16:37:13
     572        63.4008         6.4118           2.55       167.4369        10.0830         23.509 2024-12-29T16:37:15
     573       103.4238        17.5760           6.53       252.7839        14.0572         22.382 2024-12-29T16:37:17
     574        87.2644        11.7958           4.69       215.4711        12.2309         21.453 2024-12-29T16:37:20
     575        60.4704         5.3544           3.59       174.4521        11.1304         21.952 2024-12-29T16:37:20
     576        65.2941         6.3797           2.28       166.5953         9.8111         22.301 2024-12-29T16:37:22
     577        54.8967         5.1280           3.14       163.5514        10.6091         22.499 2024-12-29T16:37:23
     578       105.4231        16.3001           5.93       248.3218        13.4749         22.463 2024-12-29T16:37:23
     579         1.3361         0.0402           0.37        12.4758         1.1120          4.062 2024-12-29T16:37:27
     580        65.9244         6.5289           4.31       187.6258        11.8437         25.414 2024-12-29T16:37:29
     581        27.3902         1.1956           2.47       127.3557         9.9368         22.765 2024-12-29T16:37:34
     582        48.4988         3.4898           2.24       148.0654         9.7822         22.459 2024-12-29T16:37:35
     583        35.7952         1.7708           1.31       125.1980         8.8517         21.788 2024-12-29T16:37:35
     584        59.7915         6.0714           2.48       163.0275        10.0200         22.358 2024-12-29T16:37:35
     585        59.0855         5.6312           3.44       171.7120        10.9811         22.444 2024-12-29T16:37:38
     586        64.8990        14.4407           3.46       147.2089         7.5090         11.757 2024-12-29T16:37:39
     587        74.0898         8.5410           3.99       193.6649        11.5305         22.144 2024-12-29T16:37:39
     588        91.2991        12.9173           5.55       228.6551        13.0897         23.518 2024-12-29T16:37:43
     589        62.0065         5.6285           3.47       174.9090        11.0088         23.799 2024-12-29T16:37:44
     590        90.6124        15.8150           5.45       228.3763        12.9856         25.421 2024-12-29T16:37:48
     591        93.7923        13.1971           6.25       238.2625        13.7872         24.667 2024-12-29T16:37:48
     592        63.6907        14.0488           3.45       145.6728         7.4958         13.070 2024-12-29T16:37:52
     593        79.5008        10.4648           5.19       212.0656        12.7332         22.916 2024-12-29T16:37:52
     594        23.8412         0.8937           2.37       122.4970         9.8209         22.447 2024-12-29T16:37:56
     595        75.5351         9.3420           4.05       196.0386        11.5833         21.690 2024-12-29T16:37:57
     596        56.4541         5.0007           3.49       169.2104        11.0256         21.824 2024-12-29T16:37:57
     597        54.3480         4.4587           3.21       164.0850        10.7508         21.845 2024-12-29T16:37:57
     598        43.8991         2.7424           2.96       150.1882        10.4918         24.448 2024-12-29T16:38:02
     599         2.3624         0.0761           0.41        17.0348         1.4634          5.284 2024-12-29T16:38:03
     601        61.7168        13.3326           3.41       142.9363         7.4553         13.822 2024-12-29T16:38:06
     602        72.4136         7.8681           4.03       191.9389        11.5591         23.484 2024-12-29T16:38:07
     603        95.5862        14.7145           6.24       240.7603        13.7817         24.126 2024-12-29T16:38:07
     604        31.8585         1.6035           1.95       127.5870         9.4927         22.344 2024-12-29T16:38:10
     605       121.2669        27.6897           6.68       277.2133        14.2102         22.386 2024-12-29T16:38:10
     600        67.5107         6.8129           3.75       183.8517        11.2935         25.097 2024-12-29T16:38:14
     606        86.1279        11.6579           5.71       224.4222        13.2465         22.320 2024-12-29T16:38:14
     607        58.4039        12.1043           3.33       138.1288         7.3673         11.270 2024-12-29T16:38:17
     608        20.7742         0.7009           2.37       119.1960         9.8071         24.235 2024-12-29T16:38:20
     609        88.5072        11.3993           4.87       218.3045        12.4098         25.075 2024-12-29T16:38:22
     610        59.1725         5.4616           4.04       177.7238        11.5821         25.542 2024-12-29T16:38:23
     611        14.9489         0.2887           0.84        98.9482         8.3855         22.550 2024-12-29T16:38:25
     612       141.1196        34.2535           8.01       313.7483        15.5502         23.564 2024-12-29T16:38:26
     613        67.2337         6.7627           3.71       183.2459        11.2631         22.208 2024-12-29T16:38:29
     614        55.8635        11.1948           3.27       134.5054         7.3045         12.978 2024-12-29T16:38:30
     615        68.4510         6.9961           5.08       198.2049        12.6256         22.540 2024-12-29T16:38:30
     616        49.9836         3.6704           2.93       156.6090        10.4790         22.160 2024-12-29T16:38:32
     617        33.2259         1.6391           1.56       124.9276         9.0882         22.652 2024-12-29T16:38:33
     618        61.9935         5.7797           3.73       177.5275        11.2644         34.733 2024-12-29T16:38:39
     619        70.0453         7.3846           4.24       191.5742        11.7837         25.647 2024-12-29T16:38:40
     620        52.5845        10.0924           3.20       129.9406         7.2310         13.659 2024-12-29T16:38:43
     621        18.2184         0.5488           2.41       116.7036         9.8211         23.979 2024-12-29T16:38:44
     622       105.6958        16.5049           6.43       253.6242        13.9676         22.699 2024-12-29T16:38:44
     623        73.9429         8.1164           4.09       194.3391        11.6338         22.249 2024-12-29T16:38:45
     624        60.7119         5.4130           3.26       171.3477        10.7929         22.153 2024-12-29T16:38:47
     625        54.2494         4.3729           3.24       164.1554        10.7720         22.710 2024-12-29T16:38:49
     626        59.7464         5.4931           3.57       173.4658        11.0973         22.559 2024-12-29T16:38:52
     627        62.2993         6.0229           4.77       188.3351        12.3024         23.328 2024-12-29T16:38:53
     628        50.2416         9.3237           3.15       126.7277         7.1824         12.623 2024-12-29T16:38:56
     629        47.9486         3.3403           2.97       154.8209        10.5202         25.387 2024-12-29T16:38:58
     630        27.3923         1.0527           1.41       117.3671         8.9448         25.359 2024-12-29T16:38:58
     631         0.1032         0.0023           0.14         9.0332         0.8929          2.304 2024-12-29T16:39:00
     632        50.0401         3.6988           3.47       161.9555        11.0066         22.834 2024-12-29T16:39:02
     633        65.8417         6.6505           3.51       179.5983        11.0431         22.361 2024-12-29T16:39:02
     634        65.8215         6.6903           4.72       191.7266        12.2560         22.093 2024-12-29T16:39:07
     635        13.7345         0.2958           2.40       111.7840         9.7902         22.254 2024-12-29T16:39:07
     636        67.2170         7.2448           4.18       187.9818        11.7142         22.360 2024-12-29T16:39:07
     637        46.9125         8.3124           3.10       122.2913         7.1223         11.306 2024-12-29T16:39:07
     638        69.3231         6.9599           4.29       190.9939        11.8191         23.794 2024-12-29T16:39:11
     639        53.0100         4.1733           3.28       163.2779        10.8181         24.440 2024-12-29T16:39:13
     640        51.6530         3.9551           3.39       162.9672        10.9337         24.756 2024-12-29T16:39:17
     641        80.1215         9.9243           3.79       198.3358        11.3252         24.253 2024-12-29T16:39:18
     642        40.3544         2.4480           3.10       148.0773        10.6499         22.486 2024-12-29T16:39:20
     643        43.5506         7.3625           3.05       117.8882         7.0656         13.806 2024-12-29T16:39:21
     644         5.0423         0.0246           0.96        90.0924         8.5038         21.458 2024-12-29T16:39:22
     645        59.6698         5.2589           3.41       171.8146        10.9515         21.911 2024-12-29T16:39:24
     646        66.8810         7.7715           5.16       197.8275        12.7061         22.160 2024-12-29T16:39:24
     647        69.6800         7.4942           4.36       192.3381        11.8911         24.223 2024-12-29T16:39:31
     648         5.1545         0.0304           2.22       100.9280         9.5758         24.684 2024-12-29T16:39:31
     649        47.1067         3.4880           3.69       161.1239        11.2273         24.206 2024-12-29T16:39:31
     650        41.1647         6.7307           3.02       114.7868         7.0257         13.662 2024-12-29T16:39:35
     651        40.2420         2.6405           4.15       158.5788        11.7017         23.977 2024-12-29T16:39:35
     652        50.8787         3.7066           3.38       161.9305        10.9199         23.540 2024-12-29T16:39:37
     653        40.5280         2.5157           3.37       150.7766        10.8991         22.408 2024-12-29T16:39:39
     654        43.1975         4.2686           4.33       163.9602        11.8628         22.132 2024-12-29T16:39:40
     655        55.3970         5.1334           3.79       171.0469        11.3083         22.417 2024-12-29T16:39:43
     656        -2.5088         0.0246           0.87        81.6626         8.4159         22.583 2024-12-29T16:39:44
     657        38.1117         5.9778           2.97       110.8098         6.9709         10.583 2024-12-29T16:39:45
     658        55.2596         4.3902           3.34       166.3139        10.8859         24.803 2024-12-29T16:39:49
     659        49.2130         3.4282           4.22       168.3474        11.7420         24.628 2024-12-29T16:39:49
     660        19.2033         0.8732           3.37       128.8876        10.9248         23.119 2024-12-29T16:39:54
     661        12.8104         0.2272           3.01       118.3522        10.5428         22.672 2024-12-29T16:39:54
     662        -5.0190         0.0803           2.01        88.2837         9.3263         22.950 2024-12-29T16:39:54
     663        95.6350        15.2784           6.74       245.7526        14.2478         22.421 2024-12-29T16:39:57
     664        35.3731         5.3382           2.93       107.2138         6.9172         12.520 2024-12-29T16:39:58
     665        51.3536         3.7421           3.54       163.9480        11.0723         21.986 2024-12-29T16:39:59
     666        20.6137         0.7261           3.02       126.5730        10.5596         22.454 2024-12-29T16:40:01
     667        37.3186         2.0478           3.14       145.1337        10.6791         23.373 2024-12-29T16:40:03
     668        58.6620         7.2429           4.73       184.8700        12.2587         26.001 2024-12-29T16:40:09
     669        -8.2343         0.1428           0.85        75.6773         8.3840         25.281 2024-12-29T16:40:10
     670        32.6063         4.7464           2.89       103.7319         6.8752         13.783 2024-12-29T16:40:12
     671        41.2567         2.4687           2.97       147.5234        10.5032         23.338 2024-12-29T16:40:12
     672        24.2813         1.0792           3.28       132.7956        10.7975         23.470 2024-12-29T16:40:12
     673        20.5228         0.9481           3.58       132.0731        11.1076         21.685 2024-12-29T16:40:16
     674        -4.4250         0.0522           2.65        97.4501        10.1849         22.149 2024-12-29T16:40:16
     675       -14.7084         0.4806           1.85        76.6957         9.1164         22.228 2024-12-29T16:40:16
     676        39.0117         2.2194           2.93       145.0220        10.4901         22.538 2024-12-29T16:40:20
     677        31.0957         1.5383           3.69       144.0262        11.2161         23.284 2024-12-29T16:40:22
     678        30.1020         4.2543           2.87       100.6786         6.8449         12.717 2024-12-29T16:40:25
     679        -9.5110         0.1957           2.73        93.2350        10.2648         25.255 2024-12-29T16:40:27
     680        15.1892         0.4912           2.30       113.9229         9.8488         24.477 2024-12-29T16:40:27
     681         8.0213         0.4055           2.61       109.5938        10.1370         22.326 2024-12-29T16:40:31
     682        18.7444         0.6733           2.30       117.3776         9.8297         22.710 2024-12-29T16:40:32
     683        30.2009         1.2848           2.70       133.2402        10.2397         22.337 2024-12-29T16:40:34
     684        23.2772         0.9677           1.82       117.3088         9.3548         22.300 2024-12-29T16:40:35
     685        27.3997         3.7580           2.86        97.4651         6.8186         11.317 2024-12-29T16:40:36
     686        39.3759         3.3177           4.41       160.4414        11.9407         22.888 2024-12-29T16:40:39
     687       -13.3388         0.3302           2.56        87.7452        10.0919         23.247 2024-12-29T16:40:39
     688       -20.6088         0.9295           1.81        70.0715         9.0215         23.453 2024-12-29T16:40:40
     689        41.0856         2.3975           2.89       146.6334        10.4349         25.349 2024-12-29T16:40:45
     690        66.3872         8.9933           4.87       194.6599        12.3776         24.411 2024-12-29T16:40:46
     691       -17.1348         0.6479           2.67        85.1881        10.1999         22.177 2024-12-29T16:40:49
     692        24.8148         3.3227           2.84        94.4387         6.7963         13.193 2024-12-29T16:40:49
     693         7.0860         0.0520           0.96        92.1934         8.5081         22.091 2024-12-29T16:40:50
     694        11.3475         1.7326           3.22       106.0789         9.3865         18.649 2024-12-29T16:40:51
     695         7.2931         0.0815           1.55        98.0389         9.0705         22.043 2024-12-29T16:40:53
     696        35.1477         1.8706           3.20       143.4019        10.7319         23.517 2024-12-29T16:40:58
     697        11.9362         0.1726           2.56       113.0465        10.1024         23.895 2024-12-29T16:40:59
     698        21.9392         2.8737           2.82        90.9484         6.7572         13.451 2024-12-29T16:41:02
     699        -3.6245         0.0424           3.85       110.1468        11.3750         24.416 2024-12-29T16:41:03
     701       -26.0450         1.5016           1.83        64.5598         8.9854         24.145 2024-12-29T16:41:04
     702        31.2200         1.4090           2.73       134.4508        10.2526         22.408 2024-12-29T16:41:08
     703         7.2522         0.1869           3.20       114.5576        10.7212         22.457 2024-12-29T16:41:09
     704         2.8699         0.1046           3.81       116.3512        11.3429         21.911 2024-12-29T16:41:11
     705        42.8680         3.8981           2.54       145.4421        10.0625         22.564 2024-12-29T16:41:12
     706        19.1829         2.4825           2.78        87.4883         6.7064         11.195 2024-12-29T16:41:14
     700        17.0615         1.0742           3.98       132.8783        11.5280         24.266 2024-12-29T16:41:14
     707       -25.9405         1.1527           0.92        59.3922         8.4756         24.056 2024-12-29T16:41:15
     708         0.2630         0.0081           1.35        88.9622         8.8695         25.508 2024-12-29T16:41:19
     709         9.5357         0.5383           3.90       124.2222        11.4417         24.124 2024-12-29T16:41:22
     710         5.9016         0.0332           2.54       106.8540        10.0936         23.943 2024-12-29T16:41:23
     711        34.0957         2.3726           5.29       163.2059        12.7924         22.325 2024-12-29T16:41:25
     712       -32.2759         2.3072           1.81        57.9072         8.9030         22.399 2024-12-29T16:41:26
     713        14.9672         1.9651           2.69        82.0130         6.6063         13.089 2024-12-29T16:41:27
     714        49.5661         6.6967           5.21       179.8809        12.6966         22.980 2024-12-29T16:41:31
     715        -2.9971         0.0492           2.51        97.3210        10.0293         23.028 2024-12-29T16:41:32
     716         3.9555         0.2045           4.26       121.7592        11.7701         24.538 2024-12-29T16:41:35
     717        20.1779         0.7666           4.25       138.4494        11.7888         25.417 2024-12-29T16:41:38
     718        -3.0013         0.1123           2.71        99.4119        10.2357         34.623 2024-12-29T16:41:38
     719       -35.8794         2.1612           0.82        48.6429         8.3442         23.475 2024-12-29T16:41:39
     720        11.2157         1.5975           2.61        77.0616         6.5047         13.653 2024-12-29T16:41:40
     721        -2.9732         0.0332           1.45        86.9454         8.9902         23.071 2024-12-29T16:41:42
     722        18.5845         1.3130           4.80       142.6630        12.3422         22.292 2024-12-29T16:41:44
     723        -2.5405         0.0250           2.44        97.1674         9.9695         22.010 2024-12-29T16:41:45
     724        32.4080         2.3843           4.80       156.6334        12.3033         22.197 2024-12-29T16:41:48
     725       -39.7483         3.4560           1.71        49.2969         8.7317         22.698 2024-12-29T16:41:49
     726         7.4598         1.3226           2.52        72.1521         6.4031         11.924 2024-12-29T16:41:52
     727       -11.1095         0.3109           2.87        92.5787        10.3533         25.246 2024-12-29T16:41:56
     728        -6.3668         0.0898           2.26        91.8262         9.8148         24.768 2024-12-29T16:41:56
     729        14.1634         0.5332           5.04       140.2673        12.5837         22.967 2024-12-29T16:41:58
     730       -29.2607         1.8064           1.66        63.5018         9.1859         22.800 2024-12-29T16:42:00
     731       -12.3543         0.3831           1.25        75.7240         8.7887         22.350 2024-12-29T16:42:01
     732        14.8887         1.4989           3.36       124.3955        10.8757         22.451 2024-12-29T16:42:01
     733        -7.2581         0.8968           0.49         5.4944         1.2304          2.452 2024-12-29T16:42:03
     734         4.5739         1.1821           2.47        68.5119         6.3347         11.597 2024-12-29T16:42:04
     735       -14.3286         0.3871           1.14        72.3954         8.6530         22.297 2024-12-29T16:42:04
     736       -23.1514         1.0267           2.01        72.5250         9.5163         22.691 2024-12-29T16:42:07
     737       -11.4735         0.2630           2.27        86.7055         9.8048         22.838 2024-12-29T16:42:07
     738        -7.5973         0.3716           3.77       105.2580        11.2669         25.242 2024-12-29T16:42:13
     739       -46.3624         4.6876           1.61        41.4725         8.5491         25.226 2024-12-29T16:42:14
     740         1.2864         1.1022           2.43        64.6348         6.2797         13.541 2024-12-29T16:42:17
     741        14.1769         1.8040           3.67       126.9911        11.1912         22.407 2024-12-29T16:42:18
     742        -5.4429         0.2958           2.31        93.1542         9.8449         22.480 2024-12-29T16:42:19
     743        -7.5854         0.2124           2.78        95.5965        10.3076         22.053 2024-12-29T16:42:20
     744        -8.9193         0.3610           1.72        83.2832         9.2022         22.323 2024-12-29T16:42:23
     745       -12.2363         0.2786           0.85        71.9623         8.4059         22.395 2024-12-29T16:42:23
     746       -52.8081         4.5372           0.67        31.4726         8.2012         23.823 2024-12-29T16:42:27
     747       -13.3027         0.3195           1.43        76.5164         8.9659         24.498 2024-12-29T16:42:29
     748        -0.2309         1.0983           2.44        63.0049         6.2687         13.626 2024-12-29T16:42:31
     749       -23.7689         1.1277           1.61        67.9276         9.1133         25.332 2024-12-29T16:42:32
     750        -9.2898         0.3281           2.86        94.3195        10.3445         25.039 2024-12-29T16:42:32
     751       -24.9496         1.1469           2.75        78.4922        10.2868         23.074 2024-12-29T16:42:36
     752       -50.1180         5.5628           1.67        37.8489         8.5185         22.158 2024-12-29T16:42:37
     753        -9.2451         1.7341           0.18         0.1200         0.8498          2.312 2024-12-29T16:42:39
     754        -2.0398         1.1323           2.47        61.3256         6.2799         10.022 2024-12-29T16:42:41
     755         5.9560         0.2944           4.53       127.0782        12.0975         22.743 2024-12-29T16:42:41
     756       -20.7690         0.7751           2.39        78.7298         9.9111         22.807 2024-12-29T16:42:42
     757       -11.0752         0.3991           2.56        89.7536        10.0629         22.509 2024-12-29T16:42:43
     758        -7.7034         0.4707           3.49       102.6824        11.0150         24.752 2024-12-29T16:42:47
     759       -13.4034         0.3369           0.98        71.7902         8.5025         24.695 2024-12-29T16:42:48
     760       -55.2167         4.9876           0.87        31.0530         8.3776         24.034 2024-12-29T16:42:51
     761       -19.8853         0.7361           1.27        68.3873         8.7905         23.353 2024-12-29T16:42:52
     762        -2.8111         1.1581           2.49        60.5378         6.2770         13.526 2024-12-29T16:42:52
     763        -3.3727         1.1712           2.50        59.9631         6.2750         13.516 2024-12-29T16:42:55
     764        27.6547         2.1979           3.12       134.9310        10.6177         22.415 2024-12-29T16:42:55
     765         0.3968         0.0051           3.02       105.6573        10.5258         22.405 2024-12-29T16:42:55
     766        -8.7429         0.1833           1.36        80.2061         8.8857         22.404 2024-12-29T16:42:58
     767        -4.6821         1.2122           2.49        58.2065         6.2282         11.976 2024-12-29T16:43:04
     768       -15.6038         0.5129           3.30        93.1733        10.8521         25.645 2024-12-29T16:43:07
     769       -24.1142         1.0384           2.42        75.6399         9.9235         25.184 2024-12-29T16:43:07
     770        -5.2161         1.2311           2.49        57.6172         6.2218         12.875 2024-12-29T16:43:07
     771        -7.0854         0.1869           2.29        91.2091         9.8201         24.819 2024-12-29T16:43:08
     772        -0.5416         0.6948           4.43       119.3301        11.9524         22.755 2024-12-29T16:43:10
     773       -14.3032         0.3814           1.10        72.1032         8.6216         22.943 2024-12-29T16:43:11
     774       -39.3220         2.6568           1.99        57.3707         9.5364         22.459 2024-12-29T16:43:14
     775       -19.6852         0.6758           1.50        70.9525         9.0300         23.239 2024-12-29T16:43:15
     776        -5.9583         1.2511           2.47        56.3561         6.1689         11.360 2024-12-29T16:43:16
     777        -6.4018         0.0977           2.85        97.1196        10.3473         22.148 2024-12-29T16:43:17
     778       -34.5104         2.2420           2.95        71.4797        10.4869         22.488 2024-12-29T16:43:17
     779        -7.0895         1.2940           2.44        54.8347         6.1277         10.003 2024-12-29T16:43:17
     780       -10.8163         0.2363           1.32        77.3446         8.8043         25.177 2024-12-29T16:43:23
     781       -31.9973         1.7336           2.19        66.3158         9.7446         22.498 2024-12-29T16:43:29
     782        -8.6618         1.3631           2.40        52.4192         6.0399         13.833 2024-12-29T16:43:30
     783       -18.7154         0.6359           3.11        88.4267        10.6824         22.854 2024-12-29T16:43:30
     784       -19.8415         1.0590           3.96        95.2490        11.4561         22.301 2024-12-29T16:43:30
     785        -9.7741         1.4222           2.36        50.8377         5.9901         13.182 2024-12-29T16:43:31
     786       -28.0385         1.3346           2.69        74.9004        10.2272         21.926 2024-12-29T16:43:32
     787       -19.8566         0.6890           0.97        65.9559         8.5468         22.196 2024-12-29T16:43:33
