 Episode    Policy Loss     Value Loss   Total Reward     Total Loss Curiosity Loss     Time Delta                Time
     200       -25.0475         1.1093           0.00       -24.4929         0.0000         18.469 2024-12-29T16:28:50
     208       -24.1799         1.0344           0.00       -23.6626         0.0000         18.686 2024-12-29T16:28:54
     209        -2.9355         0.0382           0.00        -2.9164         0.0000         17.151 2024-12-29T16:28:54
     210        -8.4404         0.1746           0.00        -8.3531         0.0000         18.456 2024-12-29T16:28:56
     211         3.4593         0.0734           0.00         3.4960         0.0000         18.543 2024-12-29T16:28:57
     212       -18.1859         0.5939           0.00       -17.8889         0.0000         18.973 2024-12-29T16:28:57
     213        -7.2359         0.6935           0.00        -6.8891         0.0000         18.730 2024-12-29T16:28:57
     214        -0.1862         0.0241           0.00        -0.1741         0.0000         19.258 2024-12-29T16:28:58
     215        -1.5841         0.0237           0.00        -1.5723         0.0000         18.700 2024-12-29T16:28:59
     216        -6.4081         0.2237           0.00        -6.2963         0.0000         19.188 2024-12-29T16:29:01
     217        -1.7537         0.0777           0.00        -1.7149         0.0000         19.533 2024-12-29T16:29:01
     218        -5.2847         0.0729           0.00        -5.2482         0.0000         17.994 2024-12-29T16:29:05
     219         5.4882         0.0374           0.00         5.5069         0.0000         30.822 2024-12-29T16:29:09
     220        13.3733         0.2658           0.00        13.5062         0.0000         18.223 2024-12-29T16:29:13
     221         2.1793         0.0782           0.00         2.2184         0.0000         18.517 2024-12-29T16:29:13
     222         6.3260         0.1277           0.00         6.3898         0.0000         18.669 2024-12-29T16:29:14
     223        18.8204         0.4876           0.00        19.0642         0.0000         19.188 2024-12-29T16:29:16
     224        13.1748         0.4846           0.00        13.4171         0.0000         19.038 2024-12-29T16:29:16
     225        -0.8897         0.0160           0.00        -0.8817         0.0000         19.320 2024-12-29T16:29:16
     226         3.8231         0.0206           0.00         3.8334         0.0000         18.028 2024-12-29T16:29:17
     227        18.2351         0.4598           0.00        18.4650         0.0000         19.013 2024-12-29T16:29:17
     228        22.1270         0.6970           0.00        22.4754         0.0000         18.508 2024-12-29T16:29:20
     229        13.2747         0.2263           0.00        13.3879         0.0000         18.849 2024-12-29T16:29:20
     230        13.0856         0.2513           0.00        13.2113         0.0000         18.062 2024-12-29T16:29:23
     231        23.5132         0.7647           0.00        23.8955         0.0000         18.095 2024-12-29T16:29:27
     232        19.1535         0.9234           0.00        19.6152         0.0000          8.323 2024-12-29T16:29:28
     233        24.5029         1.0638           0.00        25.0349         0.0000         15.395 2024-12-29T16:29:32
     234        21.0490         0.8582           0.00        21.4781         0.0000         19.567 2024-12-29T16:29:32
     235        21.3260         0.7122           0.00        21.6821         0.0000         19.797 2024-12-29T16:29:33
     236        10.2073         0.2024           0.00        10.3085         0.0000         18.914 2024-12-29T16:29:33
     237        15.1383         0.3057           0.00        15.2912         0.0000         17.997 2024-12-29T16:29:34
     238        33.5702         1.6555           0.00        34.3980         0.0000         18.969 2024-12-29T16:29:35
     239        24.7729         0.8791           0.00        25.2125         0.0000         18.877 2024-12-29T16:29:35
     240        25.0148         1.0585           0.00        25.5440         0.0000         19.332 2024-12-29T16:29:37
     241        34.4336         1.7211           0.00        35.2942         0.0000         18.278 2024-12-29T16:29:38
     242        28.3606         1.2225           0.00        28.9719         0.0000         18.164 2024-12-29T16:29:41
     243        42.8517         2.6157           0.00        44.1595         0.0000         17.883 2024-12-29T16:29:45
     244        25.6293         0.9623           0.00        26.1105         0.0000         18.005 2024-12-29T16:29:46
     245        41.8262         2.6217           0.00        43.1371         0.0000         17.706 2024-12-29T16:29:50
